Sampling_type,SiteName,siteID,site_group,SiteID,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
Center,Harrison,Hr_43,Hr,Harrison_43,43,.,13.31,.,0.06,0.06,0.18,60.48,0.14
Ditch,Harrison,Hr_44,Hr,Harrison_44,44,.,10.35,.,0.07,0.05,0.03,54.65,0
East,Harrison,Hr_45,Hr,Harrison_45,45,.,23.93,.,0.01,0.01,0.1,59.34,0.17
North,Harrison,Hr_46,Hr,Harrison_46,46,.,7.31,.,0.05,0.03,0.14,43.54,0.04
River,Harrison,Hr_47,Hr,Harrison_47,47,.,12.79,.,0.06,0.14,0.01,50.15,0
South,Harrison,Hr_48,Hr,Harrison_48,48,.,15.76,.,0.08,0.06,0.22,49.6,0.64
West,Harrison,Hr_49,Hr,Harrison_49,49,.,6.91,.,0.05,0.02,0.05,42.8,0.08
Center,Harrison,Hr_50,Hr,Harrison_50,50,.,4.99,.,0.03,0.02,0.09,40.39,0.35
Ditch,Harrison,Hr_51,Hr,Harrison_51,51,.,5.7,.,0.03,0.07,0.04,38.51,0.01
East,Harrison,Hr_52,Hr,Harrison_52,52,.,4.78,.,0.05,0.04,0.08,34.4,0.04
North,Harrison,Hr_53,Hr,Harrison_53,53,.,8.38,.,0.1,0.05,0.07,36.84,0.15
River,Harrison,Hr_54,Hr,Harrison_54,54,.,5.63,.,0.03,0.2,0.02,34.77,0.02
South,Harrison,Hr_55,Hr,Harrison_55,55,.,3.5,.,0.03,0.05,0.17,30.07,0.54
West,Harrison,Hr_56,Hr,Harrison_56,56,.,13.18,.,0.05,0.03,0.07,44.99,0.01
Center,Harrison,Hr_57,Hr,Harrison_57,57,.,5.86,.,0.04,0.05,0.13,36.29,0.28
Ditch,Harrison,Hr_58,Hr,Harrison_58,58,.,7.89,.,0.05,0.04,0.03,43.66,0
East,Harrison,Hr_59,Hr,Harrison_59,59,.,8.37,.,0.04,0.07,0.05,43.55,0.05
North,Harrison,Hr_60,Hr,Harrison_60,60,.,5.63,.,0.02,0.04,0.08,44.36,0.19
River,Harrison,Hr_61,Hr,Harrison_61,61,.,11.26,.,0.05,0.18,0.03,44.84,0
South,Harrison,Hr_62,Hr,Harrison_62,62,.,6.56,.,0.03,0.06,0.15,37.63,0.87
West,Harrison,Hr_63,Hr,Harrison_63,63,.,7.54,.,0.03,0.02,0.05,42.26,0.04
Center,Harrison,Hr_64,Hr,Harrison_64,64,.,.,.,.,.,.,.,.
Ditch,Harrison,Hr_65,Hr,Harrison_65,65,.,10.64,.,0.05,0.07,0.03,43.29,0.02
East,Harrison,Hr_66,Hr,Harrison_66,66,.,9.49,.,0.03,0.19,0.04,37.65,0.02
North Surf,Harrison,Hr_67,Hr,Harrison_67,67,.,3.43,.,0,0.09,0.01,29.46,0.04
River,Harrison,Hr_68,Hr,Harrison_68,68,.,3.46,.,0.01,0.1,0.01,29.47,0.04
South Surf,Harrison,Hr_69,Hr,Harrison_69,69,.,3.53,.,0.01,0.07,0.01,29.72,0.05
West,Harrison,Hr_70,Hr,Harrison_70,70,.,8.81,.,0.01,0.04,0.04,94.19,0.03
Center,Harrison,Hr_71,Hr,Harrison_71,71,.,10.73,.,0.03,0.04,0.09,38.84,0.23
Ditch,Harrison,Hr_72,Hr,Harrison_72,72,.,7.98,.,0,0.06,0.03,42.09,0.02
East,Harrison,Hr_73,Hr,Harrison_73,73,.,7.73,.,0.03,0.03,0.05,60.56,0.02
North,Harrison,Hr_74,Hr,Harrison_74,74,.,13.06,.,0.04,0.04,0.07,41.41,0.19
River,Harrison,Hr_75,Hr,Harrison_75,75,.,5.09,.,n.a.,0.15,0.02,47,0.02
South,Harrison,Hr_76,Hr,Harrison_76,76,.,9.18,.,0.03,0.06,0.1,33.53,0.66
West,Harrison,Hr_77,Hr,Harrison_77,77,.,3.66,.,0.02,0.05,0.03,26.24,0.03
Center,Harrison,Hr_78,Hr,Harrison_78,78,.,11.87,.,0.03,0.05,0.06,44.3,0.24
Ditch,Harrison,Hr_79,Hr,Harrison_79,79,.,6.9,.,0.04,0.05,0.02,47.58,0.02
East,Harrison,Hr_80,Hr,Harrison_80,80,.,4.74,.,0.02,0.07,0.03,53.09,0.01
North,Harrison,Hr_81,Hr,Harrison_81,81,.,5.39,.,0.03,0.04,0.12,36.4,0.15
River,Harrison,Hr_82,Hr,Harrison_82,82,.,6.37,.,0.02,0.18,0.03,50.72,0.07
South,Harrison,Hr_83,Hr,Harrison_83,83,.,8.57,.,0.04,0.07,0.1,38.76,0.56
West,Harrison,Hr_84,Hr,Harrison_84,84,.,4.73,.,0.02,0.03,0.05,53.28,0.03
Center,Harrison,Hr_85,Hr,Harrison_85,85,.,16.39,.,0.56,1.04,0,51.57,.
Ditch,Harrison,Hr_86,Hr,Harrison_86,86,.,11.02,.,0.67,0.85,0,51.75,.
East,Harrison,Hr_87,Hr,Harrison_87,87,.,10.87,.,0.67,0.72,0,42.3,.
North,Harrison,Hr_88,Hr,Harrison_88,88,.,11.96,.,0.41,0.44,0,50.24,.
River,Harrison,Hr_89,Hr,Harrison_89,89,.,11.06,.,0.4,0.8,0,44.61,.
South,Harrison,Hr_90,Hr,Harrison_90,90,.,9.53,.,0.42,0.63,0,43.22,.
West,Harrison,Hr_91,Hr,Harrison_91,91,.,11.7,.,0.4,0.42,0,49.45,.
Center,Harrison,Hr_92,Hr,Harrison_92,92,.,4.98,.,0,0.33,0,41.52,.
Ditch,Harrison,Hr_93,Hr,Harrison_93,93,.,7.21,.,0,0.35,0,48.43,.
East,Harrison,Hr_94,Hr,Harrison_94,94,.,5.3,.,0.51,0.4,0,38.81,.
North,Harrison,Hr_95,Hr,Harrison_95,95,.,5.42,.,0.65,0.45,0,44.71,.
River,Harrison,Hr_96,Hr,Harrison_96,96,.,5.78,.,0.39,0.46,0,41.17,.
South,Harrison,Hr_97,Hr,Harrison_97,97,.,4.82,.,0.38,0.31,0,41.73,.
West,Harrison,Hr_98,Hr,Harrison_98,98,.,5.36,.,0.51,0.39,0,46.96,.
Center,Harrison,Hr_99,Hr,Harrison_99,99,0.5657,10.24,.,0,0,0,52.93,.
Ditch,Harrison,Hr_100,Hr,Harrison_100,100,0.7071,9.88,.,0.46,0,0,50.18,.
East,Harrison,Hr_101,Hr,Harrison_101,101,0.5677,13.3,.,0.35,0,0,58.36,.
North,Harrison,Hr_102,Hr,Harrison_102,102,0.6934,12.79,.,0.44,0,0,56.08,.
River,Harrison,Hr_103,Hr,Harrison_103,103,0.647,9.15,.,0.35,0,0,54.48,.
South,Harrison,Hr_104,Hr,Harrison_104,104,0.7439,9.75,.,0,0.19,0,48.27,.
West,Harrison,Hr_105,Hr,Harrison_105,105,0.7733,9.94,.,0.57,0.39,0,55.13,.
Center well,Harrison,Hr_106,Hr,Harrison_106,106,0.7935,9.184,0,0,0,0,62.86,
Ditch,Harrison,Hr_107,Hr,Harrison_107,107,0.801,9.874,0,0,0.1003,0,64.95,
East well,Harrison,Hr_108,Hr,Harrison_108,108,0.7689,8.41,0,0,2.9005,0.2746,53.78,
North well,Harrison,Hr_109,Hr,Harrison_109,109,0.8109,9.032,0,0,0.2751,0,60.6692,
River,Harrison,Hr_110,Hr,Harrison_110,110,0.8487,10.661,0.4585,0.1778,1.2389,0,53.358,
South well,Harrison,Hr_111,Hr,Harrison_111,111,0.7573,10.184,0,0,0.5039,0,69.1856,
West well,Harrison,Hr_112,Hr,Harrison_112,112,0.5255,2.878,0,0,0,0,16.45,
Center well,Harrison,Hr_113,Hr,Harrison_113,113,0.9494,19.323,0,0.4711,0.9616,0,90.4814,
Ditch,Harrison,Hr_114,Hr,Harrison_114,114,0.8341,13.329,0,0.2445,0.7662,0,56.8529,
East well,Harrison,Hr_115,Hr,Harrison_115,115,1.0598,15.903,0,0.5477,2.0651,0,47.1475,
North well,Harrison,Hr_116,Hr,Harrison_116,116,0.8015,12.83,0,0,0.6165,0,48.691,
River,Harrison,Hr_117,Hr,Harrison_117,117,1.0193,9.951,0,0.3767,1.4458,0,35.414,
South well,Harrison,Hr_118,Hr,Harrison_118,118,0.8689,16.164,0,0.1807,1.1639,0,46.5664,
West well,Harrison,Hr_119,Hr,Harrison_119,119,0.9004,15.768,0,0.4337,1.2778,0,51.9092,
Center well,Harrison,Hr_120,Hr,Harrison_120,120,0.6963,6.5415,0,0,0.0749,0.1267,42.7342,
Ditch,Harrison,Hr_121,Hr,Harrison_121,121,0.3605,10.5422,0,0.0818,0.2505,0,54.0956,
East well,Harrison,Hr_122,Hr,Harrison_122,122,0.3634,7.9976,0,0,0.0593,0.2025,47.3539,
North well,Harrison,Hr_123,Hr,Harrison_123,123,0.5722,8.0828,0,0,0.3058,0,48.6123,
River,Harrison,Hr_124,Hr,Harrison_124,124,0.6436,29.9268,0.397,0.0456,12.3274,1.4464,118.8306,
South well,Harrison,Hr_125,Hr,Harrison_125,125,0.3308,5.8699,0,0,0.2206,0,44.5183,
West well,Harrison,Hr_126,Hr,Harrison_126,126,0.6471,8.9648,0,0.4473,0.9575,0.8092,32.155,
Center well,Harrison,Hr_127,Hr,Harrison_127,127,0.7024,8.644,0.2223,0.8729,1.5734,0.6452,56.4585,
Ditch,Harrison,Hr_128,Hr,Harrison_128,128,0.793,20.124,0.2433,0.9421,1.5431,0.454,131.3759,
East well,Harrison,Hr_129,Hr,Harrison_129,129,0.6944,19.053,0.2184,0.857,1.4511,0.4211,116.3676,
North well,Harrison,Hr_130,Hr,Harrison_130,130,0.6903,8.645,0,0.9576,1.4561,0.6218,56.5267,
River,Harrison,Hr_131,Hr,Harrison_131,131,0.8169,16.727,0,0.8425,2.0577,0.4155,69.6156,
South well,Harrison,Hr_132,Hr,Harrison_132,132,0.6974,11.776,0,0.8568,1.3793,0.4563,65.5234,
West well,Harrison,Hr_133,Hr,Harrison_133,133,0.9191,7.675,0,0.9129,1.4541,0.7024,57.7795,
Center well,Harrison,Hr_134,Hr,Harrison_134,134,0.9534,11.908,1.3675,0.1381,1.577,0,39.3041,
Ditch,Harrison,Hr_135,Hr,Harrison_135,135,0.8869,14.647,0,0.1422,1.4418,0,62.5723,
East well,Harrison,Hr_136,Hr,Harrison_136,136,0.8564,11.647,1.2359,0.1246,2.0626,0,34.3095,
North well,Harrison,Hr_137,Hr,Harrison_137,137,0.7639,13.441,0,0.2147,0,0.3721,45.6944,
River,Harrison,Hr_138,Hr,Harrison_138,138,0.8776,11.057,0,0.0621,1.6542,0,32.1065,
South well,Harrison,Hr_139,Hr,Harrison_139,139,1.2811,12.362,1.3933,0.8346,3.5605,0.897,36.5007,
West well,Harrison,Hr_140,Hr,Harrison_140,140,0.3919,12.192,0,0.3726,0.3651,0.3978,46.9591,
Center well,Harrison,Hr_141,Hr,Harrison_141,141,.,.,.,.,.,.,.,
Ditch,Harrison,Hr_142,Hr,Harrison_142,142,0.3986,8.941,0,0.9103,0,0,54.6685,
East well,Harrison,Hr_143,Hr,Harrison_143,143,0.2444,6.005,0,0.0398,0,0,46.9936,
North well,Harrison,Hr_144,Hr,Harrison_144,144,.,.,.,.,.,.,.,
River,Harrison,Hr_145,Hr,Harrison_145,145,0.2714,6.855,1.3663,0.6141,0.3973,0,56.6249,
South well,Harrison,Hr_146,Hr,Harrison_146,146,0.3162,7.43,0,0.1622,0,0.7507,53.0183,
West well,Harrison,Hr_147,Hr,Harrison_147,147,0.5149,5.809,0,1.1717,0.3908,1.5172,34.9593,
Center,Hispanic Cultural Center,HS_1,HS,HispanicCenter_1,1,.,10.32,.,0.05,0.09,0.05,47.35,0.01
Ditch,Hispanic Cultural Center,HS_2,HS,HispanicCenter_2,2,.,11.56,.,0.05,0.05,0.02,52.11,0.03
East,Hispanic Cultural Center,HS_3,HS,HispanicCenter_3,3,.,9.56,.,0.05,0.01,0.04,46.35,0.02
North,Hispanic Cultural Center,HS_4,HS,HispanicCenter_4,4,.,8.99,.,0.07,0.02,0.05,22.53,0.01
River,Hispanic Cultural Center,HS_5,HS,HispanicCenter_5,5,.,11.24,.,0.02,0.04,0.02,43.37,0.03
South,Hispanic Cultural Center,HS_6,HS,HispanicCenter_6,6,.,10.59,.,0.06,0.06,0.07,46.29,0.01
West,Hispanic Cultural Center,HS_7,HS,HispanicCenter_7,7,.,11.3,.,0.05,0.02,0.02,37.2,0.04
Center,Hispanic Cultural Center,HS_8,HS,HispanicCenter_8,8,.,12.5,.,0.06,0.13,0.03,43.03,0
Ditch,Hispanic Cultural Center,HS_9,HS,HispanicCenter_9,9,.,12.18,.,0.04,0.04,0.04,50.76,0.03
East,Hispanic Cultural Center,HS_10,HS,HispanicCenter_10,10,.,11.1,.,0.04,0.07,0.04,42.34,0
North,Hispanic Cultural Center,HS_11,HS,HispanicCenter_11,11,.,11.55,.,0.05,0.03,0.04,43.27,0.02
River,Hispanic Cultural Center,HS_12,HS,HispanicCenter_12,12,.,17.77,.,0.06,0.06,0.02,42.51,0.01
South,Hispanic Cultural Center,HS_13,HS,HispanicCenter_13,13,.,12.12,.,0.05,0.11,0.02,42.86,0
West,Hispanic Cultural Center,HS_14,HS,HispanicCenter_14,14,.,13.21,.,0.04,0.05,0.03,44.82,0.04
Center,Hispanic Cultural Center,HS_15,HS,HispanicCenter_15,15,.,6.84,.,0.04,0.04,0.03,38.65,0
Ditch,Hispanic Cultural Center,HS_16,HS,HispanicCenter_16,16,.,10.66,.,0.03,0.05,0.02,50.57,0.05
East,Hispanic Cultural Center,HS_17,HS,HispanicCenter_17,17,.,8.76,.,0.06,0.05,0.03,37.33,0
North,Hispanic Cultural Center,HS_18,HS,HispanicCenter_18,18,.,7.43,.,0.07,0.04,0.05,38.61,0.01
River,Hispanic Cultural Center,HS_19,HS,HispanicCenter_19,19,.,8.45,.,0.01,0.16,0.04,49.09,0.03
South,Hispanic Cultural Center,HS_20,HS,HispanicCenter_20,20,.,8.18,.,0.06,0.07,0.04,37.58,0.01
West,Hispanic Cultural Center,HS_21,HS,HispanicCenter_21,21,.,8.08,.,0.05,0.03,0.04,37.69,0.04
Center,Hispanic Cultural Center,HS_22,HS,HispanicCenter_22,22,.,29.66,.,0.07,0.02,0.03,102.28,0
Ditch,Hispanic Cultural Center,HS_23,HS,HispanicCenter_23,23,.,10.6,.,0.05,0.1,0.04,50.59,0.02
East,Hispanic Cultural Center,HS_24,HS,HispanicCenter_24,24,.,8.89,.,0.06,0.01,0.04,51.76,0
North,Hispanic Cultural Center,HS_25,HS,HispanicCenter_25,25,.,11.24,.,0.05,0.03,0.03,63.46,0
River,Hispanic Cultural Center,HS_26,HS,HispanicCenter_26,26,.,13.85,.,0.05,0.21,0,54.56,0.02
South,Hispanic Cultural Center,HS_27,HS,HispanicCenter_27,27,.,10.66,.,0.05,0.01,0.03,72.87,0
West,Hispanic Cultural Center,HS_28,HS,HispanicCenter_28,28,.,13.19,.,0.05,0.01,0.01,83.72,0.01
East,Hispanic Cultural Center,HS_29,HS,HispanicCenter_29,29,.,11.76,.,0.06,0.01,0.03,59.88,0.01
North,Hispanic Cultural Center,HS_30,HS,HispanicCenter_30,30,.,10.17,.,0.05,0.02,0.04,41.1,0.03
Center,Hispanic Cultural Center,HS_31,HS,HispanicCenter_31,31,.,28.5,.,0.06,0.05,0.04,61.89,0.01
Ditch,Hispanic Cultural Center,HS_32,HS,HispanicCenter_32,32,.,13.32,.,0.07,0.03,0.05,63.27,0.02
River,Hispanic Cultural Center,HS_33,HS,HispanicCenter_33,33,.,8.88,.,0.04,0.03,0.06,41.26,0.02
South,Hispanic Cultural Center,HS_34,HS,HispanicCenter_34,34,.,11.23,.,0.07,0.06,0.04,47.18,0.02
West,Hispanic Cultural Center,HS_35,HS,HispanicCenter_35,35,.,12.76,.,0.07,0.02,0.06,49.32,0.06
Center,Hispanic Cultural Center,HS_36,HS,HispanicCenter_36,36,.,18.38,.,0.04,0.12,0.01,49.66,0
East,Hispanic Cultural Center,HS_37,HS,HispanicCenter_37,37,.,15.88,.,0.06,0.09,0.02,49.21,0
Ditch,Hispanic Cultural Center,HS_38,HS,HispanicCenter_38,38,.,1.9,.,0.02,0.01,0,5.16,0.04
North,Hispanic Cultural Center,HS_39,HS,HispanicCenter_39,39,.,19.08,.,0.08,0.06,0.02,52.65,0.05
River,Hispanic Cultural Center,HS_40,HS,HispanicCenter_40,40,.,20.11,.,0.06,0.1,0.03,46.46,0.02
South,Hispanic Cultural Center,HS_41,HS,HispanicCenter_41,41,.,18.29,.,0.06,0.11,0.02,49.38,0
West,Hispanic Cultural Center,HS_42,HS,HispanicCenter_42,42,.,18.96,.,0.07,0.06,0.02,49.63,0.05
Center,Hispanic Cultural Center,HS_43,HS,HispanicCenter_43,43,.,9.98,.,0.06,0.13,0.15,49.89,0.02
Ditch,Hispanic Cultural Center,HS_44,HS,HispanicCenter_44,44,.,11.03,.,0.05,0,0.01,55.7,0.05
East,Hispanic Cultural Center,HS_45,HS,HispanicCenter_45,45,.,8.86,.,0.09,0.04,0.04,51.17,0
North,Hispanic Cultural Center,HS_46,HS,HispanicCenter_46,46,.,10.62,.,0.05,0.03,0.07,47.18,0
River,Hispanic Cultural Center,HS_47,HS,HispanicCenter_47,47,.,11.88,.,0.06,0.04,0.01,52.49,0.03
South,Hispanic Cultural Center,HS_48,HS,HispanicCenter_48,48,.,9.14,.,0.05,0.08,0.04,50.01,0
West,Hispanic Cultural Center,HS_49,HS,HispanicCenter_49,49,.,9.99,.,0.08,0.05,0.09,51.72,0
Center,Hispanic Cultural Center,HS_50,HS,HispanicCenter_50,50,.,3.75,.,0.04,0.06,0.05,32.55,0.01
Ditch,Hispanic Cultural Center,HS_51,HS,HispanicCenter_51,51,.,6.74,.,0.04,0,0.03,41.13,0
East,Hispanic Cultural Center,HS_52,HS,HispanicCenter_52,52,.,3.82,.,0.03,0.04,0.06,33.81,0.02
North,Hispanic Cultural Center,HS_53,HS,HispanicCenter_53,53,.,3.28,.,0.02,0.03,0.04,24.67,0.03
River,Hispanic Cultural Center,HS_54,HS,HispanicCenter_54,54,.,8.1,.,0.03,0.33,0.05,37.43,0.04
South,Hispanic Cultural Center,HS_55,HS,HispanicCenter_55,55,.,3.18,.,0.03,0.03,0.05,29.72,0.01
West,Hispanic Cultural Center,HS_56,HS,HispanicCenter_56,56,.,3.25,.,0.04,0.05,0.08,30.87,0.05
Ditch,Hispanic Cultural Center,HS_57,HS,HispanicCenter_57,57,.,15.46,.,0.08,0.03,0.04,49.43,0
River,Hispanic Cultural Center,HS_58,HS,HispanicCenter_58,58,.,11.48,.,0.01,0.14,0.01,46.17,0
West,Hispanic Cultural Center,HS_59,HS,HispanicCenter_59,59,.,7.94,.,0.04,0.03,0.04,41.63,0.03
Center,Hispanic Cultural Center,HS_60,HS,HispanicCenter_60,60,.,10.62,.,0.08,0.1,0.07,53.83,0
North,Hispanic Cultural Center,HS_61,HS,HispanicCenter_61,61,.,5.96,.,0.05,0.07,0.05,37.74,0
East,Hispanic Cultural Center,HS_62,HS,HispanicCenter_62,62,.,7.28,.,0.05,0.06,0.06,42.29,0
South,Hispanic Cultural Center,HS_63,HS,HispanicCenter_63,63,.,7.97,.,0.03,0.03,0.07,42.61,0
Center,Lemitar,Lm_1,Lm,Lemitar_1,1,.,26.75,.,0.19,0.06,0.1,69.36,0.13
East,Lemitar,Lm_2,Lm,Lemitar_2,2,.,.,.,.,.,.,.,.
North,Lemitar,Lm_3,Lm,Lemitar_3,3,.,59.88,.,0.19,0.02,0.08,137.08,0.09
South,Lemitar,Lm_4,Lm,Lemitar_4,4,.,44.84,.,0.17,0.02,0.06,113.05,0.04
West,Lemitar,Lm_5,Lm,Lemitar_5,5,.,87.98,.,0.28,0.07,0.03,250.13,0.24
Center,Lemitar,Lm_6,Lm,Lemitar_6,6,.,92.54,.,0.19,0.03,0.02,217.1,0.24
East,Lemitar,Lm_7,Lm,Lemitar_7,7,.,.,.,.,.,.,.,.
North,Lemitar,Lm_8,Lm,Lemitar_8,8,.,51.97,.,0.13,0.09,0.01,124.52,0.05
South,Lemitar,Lm_9,Lm,Lemitar_9,9,.,53.27,.,0.15,0.01,0.01,160.26,0.03
West,Lemitar,Lm_10,Lm,Lemitar_10,10,.,.,.,.,.,.,.,.
Center,Lemitar,Lm_11,Lm,Lemitar_11,11,.,81.11,.,0.27,0.01,0,235.5,0.13
East,Lemitar,Lm_12,Lm,Lemitar_12,12,.,.,.,.,.,.,.,.
North,Lemitar,Lm_13,Lm,Lemitar_13,13,.,88.22,.,0.22,0.02,0.01,188.56,0.1
South,Lemitar,Lm_14,Lm,Lemitar_14,14,.,65.21,.,0.25,0.02,0.02,196.29,0.11
West,Lemitar,Lm_15,Lm,Lemitar_15,15,.,64.5,.,0.22,0.03,0.01,165.44,0.17
Center,Lemitar,Lm_16,Lm,Lemitar_16,16,.,79.29,.,0.19,0.01,0,195.01,0
East,Lemitar,Lm_17,Lm,Lemitar_17,17,.,125.29,.,0.44,0.01,0,243.79,0.08
North,Lemitar,Lm_18,Lm,Lemitar_18,18,.,54.45,.,0.22,0.02,0,143.63,0.01
South,Lemitar,Lm_19,Lm,Lemitar_19,19,.,57.67,.,0.18,0.01,0.02,146.53,0
West,Lemitar,Lm_20,Lm,Lemitar_20,20,.,61.13,.,0.17,0.02,0,138.62,0.12
Center,Lemitar,Lm_21,Lm,Lemitar_21,21,.,54.03,.,0.24,0.02,0,146.85,0.09
East,Lemitar,Lm_22,Lm,Lemitar_22,22,.,.,.,.,.,.,.,.
North,Lemitar,Lm_23,Lm,Lemitar_23,23,.,25.18,.,0.31,0.03,0.07,60.17,0.04
South,Lemitar,Lm_24,Lm,Lemitar_24,24,.,40.53,.,0.19,0.01,0,89.62,0.03
West,Lemitar,Lm_25,Lm,Lemitar_25,25,.,15.62,.,0.2,0.03,0,33.25,0.17
Center,Lemitar,Lm_26,Lm,Lemitar_26,26,.,82.24,.,0.23,0.03,0,227.56,0.13
East,Lemitar,Lm_27,Lm,Lemitar_27,27,.,.,.,.,.,.,.,.
North,Lemitar,Lm_28,Lm,Lemitar_28,28,.,73.62,.,0.29,0.02,0,186.5,0.06
South,Lemitar,Lm_29,Lm,Lemitar_29,29,.,65.9,.,0.22,0.04,0,149.09,0.04
West,Lemitar,Lm_30,Lm,Lemitar_30,30,.,37.11,.,0.25,0.1,0,81.16,0.11
Center,Lemitar,Lm_31,Lm,Lemitar_31,31,.,56.32,.,7.45,0.05,0.01,131.84,0.01
East,Lemitar,Lm_32,Lm,Lemitar_32,32,.,.,.,.,.,.,.,.
North,Lemitar,Lm_33,Lm,Lemitar_33,33,.,66.59,.,7.41,0.04,0,144.41,0.02
South,Lemitar,Lm_34,Lm,Lemitar_34,34,.,45.63,.,6.38,0.04,0,90.2,0.03
West,Lemitar,Lm_35,Lm,Lemitar_35,35,.,47.23,.,9.17,0.1,0,151.55,0.2
Center,Lemitar,Lm_36,Lm,Lemitar_36,36,.,107.12,.,0.38,0.05,0,275.77,0.17
East,Lemitar,Lm_37,Lm,Lemitar_37,37,.,.,.,.,.,.,.,.
North,Lemitar,Lm_38,Lm,Lemitar_38,38,.,87.31,.,0.19,0.04,0.01,227.13,0.07
South,Lemitar,Lm_39,Lm,Lemitar_39,39,.,89.05,.,0.24,0.06,0,223.7,0.14
West,Lemitar,Lm_40,Lm,Lemitar_40,40,.,145.86,.,0.54,0.06,0.01,305.58,0.56
Center,Lemitar,Lm_41,Lm,Lemitar_41,41,.,87.59,.,0.29,0.04,0.1,203.13,0
East,Lemitar,Lm_42,Lm,Lemitar_42,42,.,.,.,.,.,.,.,.
North,Lemitar,Lm_43,Lm,Lemitar_43,43,.,89.18,.,0.13,0.04,0.02,230.16,0
South,Lemitar,Lm_44,Lm,Lemitar_44,44,.,67.62,.,0.27,0,0,142.48,0.09
West,Lemitar,Lm_45,Lm,Lemitar_45,45,.,172.08,.,0.52,0.15,0,366.2,0.38
Center,Los Lunas,Ll_1,Ll,LosLunas_1,1,.,.,.,.,.,.,.,.
Ditch,Los Lunas,Ll_2,Ll,LosLunas_2,2,.,19.48,.,0.08,0.04,0.24,54.86,0
East,Los Lunas,Ll_3,Ll,LosLunas_3,3,.,22.64,.,0.11,0.02,0.17,48.67,0
North,Los Lunas,Ll_4,Ll,LosLunas_4,4,.,21.98,.,0.12,0.01,0.11,42.8,0.03
River,Los Lunas,Ll_5,Ll,LosLunas_5,5,.,21.74,.,0.08,0.72,0.35,50.85,0.01
South,Los Lunas,Ll_6,Ll,LosLunas_6,6,.,22.57,.,0.12,0.07,0.21,54.6,0
West,Los Lunas,Ll_7,Ll,LosLunas_7,7,.,8.67,.,0.06,0.02,0.15,22.47,0
Center,Los Lunas,Ll_8,Ll,LosLunas_8,8,.,21.8,.,0.14,0.02,0.08,37.44,0.08
Ditch,Los Lunas,Ll_9,Ll,LosLunas_9,9,.,20.9,.,0.11,0.07,0.13,65.98,0.01
East,Los Lunas,Ll_10,Ll,LosLunas_10,10,.,20.33,.,0.1,0.04,0.14,48.81,0
North,Los Lunas,Ll_11,Ll,LosLunas_11,11,.,20.27,.,0.09,0.01,0.09,45.39,0.05
River,Los Lunas,Ll_12,Ll,LosLunas_12,12,.,31.37,.,0.1,0.89,0.45,56.02,0.04
South,Los Lunas,Ll_13,Ll,LosLunas_13,13,.,20.26,.,0.09,0.27,0.17,50.82,0
West,Los Lunas,Ll_14,Ll,LosLunas_14,14,.,18.05,.,0.1,0.01,0.08,29.97,0
Center,Los Lunas,Ll_15,Ll,LosLunas_15,15,.,23.37,.,0.14,0.01,0.09,42.86,0.08
Ditch,Los Lunas,Ll_16,Ll,LosLunas_16,16,.,16.75,.,0.06,0.3,0.05,59.6,0.03
East,Los Lunas,Ll_17,Ll,LosLunas_17,17,.,19.74,.,0.11,0.15,0.29,45.84,0.01
North,Los Lunas,Ll_18,Ll,LosLunas_18,18,.,24.26,.,0.16,0.01,0.09,43.08,0.05
River,Los Lunas,Ll_19,Ll,LosLunas_19,19,.,15.7,.,0.06,0.92,0.29,47.8,0.02
South,Los Lunas,Ll_20,Ll,LosLunas_20,20,.,21.53,.,0.15,0.3,0.44,44.37,0.01
West,Los Lunas,Ll_21,Ll,LosLunas_21,21,.,22.32,.,0.13,0.01,0.08,51.67,0.01
Center,Los Lunas,Ll_22,Ll,LosLunas_22,22,.,15.98,.,0.08,0.01,0.16,44.73,0.06
Ditch,Los Lunas,Ll_23,Ll,LosLunas_23,23,.,19.89,.,0.08,0.14,0.14,58.59,0.01
East,Los Lunas,Ll_24,Ll,LosLunas_24,24,.,19.77,.,0.11,0.02,0.26,65.29,0.01
North,Los Lunas,Ll_25,Ll,LosLunas_25,25,.,17.39,.,0.09,0.02,0.12,51.14,0.02
River,Los Lunas,Ll_26,Ll,LosLunas_26,26,.,80.04,.,0.11,4.29,0,207.14,0
South,Los Lunas,Ll_27,Ll,LosLunas_27,27,.,17.14,.,0.11,0.01,0.23,59.57,0
West,Los Lunas,Ll_28,Ll,LosLunas_28,28,.,32.18,.,0.12,0.01,0.13,59.35,0
Center,Los Lunas,Ll_29,Ll,LosLunas_29,29,.,21.96,.,0.19,0.03,0.18,61.61,0.06
Ditch,Los Lunas,Ll_30,Ll,LosLunas_30,30,.,21.94,.,0.1,0.07,0.17,71.26,0.02
East,Los Lunas,Ll_31,Ll,LosLunas_31,31,.,21.11,.,0.14,0.03,0.22,58.74,0.01
North,Los Lunas,Ll_32,Ll,LosLunas_32,32,.,23.92,.,0.17,0.02,0.18,57.36,0.06
River,Los Lunas,Ll_33,Ll,LosLunas_33,33,.,12.85,.,0.05,0.45,0.17,42.46,0.01
South,Los Lunas,Ll_34,Ll,LosLunas_34,34,.,23.38,.,0.13,0.17,0.24,56.18,0
